cif;ciudad;cliente;codigo;cp;direccion;email;id;lat;lng;Nombre;notas;Provincia;Regimen;Telefono
;BENISSA;;03017758;3720;CL.  AUSIÀS MARCH, S/N;03017758@edu.gva.es;;38,716615;0,054739;CENTRE FPA MUNICIPAL;;Alacant;Púb.;965733592
;ALTEA;;03017783;3590;CM.  DE L'INSTITUT, S/N;03017783@edu.gva.es;;38,604769;-0,046642;CENTRE FPA MUNICIPAL ALGAR;;Alacant;Púb.;966885818
;GUARDAMAR DEL SEGURA;;03017795;3140;CL.  MOLIVENT, 2;03017795@edu.gva.es;;38,087634;-0,655956;CENTRE FPA MUNICIPAL;;Alacant;Púb.;966728099
Q0300640J;ALCOI;;03017825;3804;AV.  DE ANDALUCÍA, 4;03017825@edu.gva.es;;38,704493;-0,468593;ESCOLA OFICIAL IDIOMES AlCOI;;Alacant;Púb.;965533660
Q0300661F;LA NUCIA;;03017837;3530;PD.  FOIA BLANCA, 2;03017837@edu.gva.es;;38,606156;-0,125991;CEIP LA MUIXARA;;Alacant;Púb.;966870905
;FINESTRAT;;03017849;3509;PA.  EGB, P.P.SECTOR 10 CL. COSTA BLANCA , 6;03017849@edu.gva.es;;38,539841;-0,184036;CENTRE PRIV. ED. INF. 1er CICLE TERRAMARINA;;Alacant;Priv.;966890798
;ELDA;;03017850;3600;AV.  CAMILO JOSÉ CELA, 80;03017850@edu.gva.es;;38,468543;-0,795254;CENTRO PRIV. ED. INF. 1er CICLO MI PRIMERA ESCUELA;;Alacant;Priv.;966192446
;CASTALLA;;03017874;3420;AV.  VALENCIA (POLÍGONO EL RIU), 8;03017874@edu.gva.es;;38,602442;-0,663986;CENTRE PRIVAT MUNTORI;;Alacant;Priv.;965560749 
;CALLOSA DE SEGURA;;03017886;3360;PZ.  REINA SOFÍA, 10;03017886@edu.gva.es;;38,123302;-0,879342;ESCUELA PRIVADA DE MÚSICA VIRGEN DE LA LUZ;;Alacant;Priv.;966756659
;PETRER;;03017898;3610;CL.  PRÍNCIPE DE ASTURIAS, 4;03017898@edu.gva.es;;38,482737;-0,777206;ESCOLA PRIVADA DE MÚSICA COMARCAL DE MÚSICA TRADICIONAL;;Alacant;Priv.;669380560
;ONIL;;03017904;3430;PZ.  DE LOS DEPORTISTAS OLÍMPICOS DE ONIL, S/N;03017904@edu.gva.es;;38,630634;-0,673363;ESCOLA PRIVADA DE MÚSICA I DANSA CIMO;;Alacant;Priv.;965565200 
;ALTEA;;03017916;3590;CL.  DE LA FILARMÓNICA, 12;03017916@edu.gva.es;;38,599461;-0,048849;ESCOLA PRIVADA DE MÚSICA I DANSA D'ALTEA;;Alacant;Priv.;965844499
Q0300660H;LA VILA JOIOSA;;03017928;3570;CL.  BUSOT, 5;03017928@edu.gva.es;;38,501279;-0,241731;CEIP GASPAROT;;Alacant;Púb.;966870810
;BENIDORM;;03017931;3502;AV.  MONT BENIDORM, 7;03017931@edu.gva.es;;38,53249;-0,161566;EI 1er CICLE MUNICIPAL EL TOSSALET;;Alacant;Púb.;965851832
S0300107J;GUARDAMAR DEL SEGURA;;03017953;3140;CL.  MESTRE JOAQUÍN CARTAGENA ALDEGUER, 3;03017953@edu.gva.es;;38,100122;-0,65662;CEIP DAMA DE GUARDAMAR;;Alacant;Púb.;966926845
;MONÒVER;;03017965;3640;CL.  LA VILA JOIOSA, 2;03017965@edu.gva.es;;38,428807;-0,837103;EI 1er CICLE MUNICIPAL LA RETJOLA;;Alacant;Púb.;966966808
;L'ALFÀS DEL PI;;03018015;3581;CL.  ESTRELLA POLAR, 37;03018015@edu.gva.es;;38,564945;-0,066867;CENTRE ESTRANGER COSTA BLANCA UNDERVISNING;;Alacant;Priv.;966867209
Q0300680F;SANT VICENT DEL RASPEIG;;03018027;3690;CL.  DÉNIA, 31;03018027@edu.gva.es;;38,403874;-0,524825;CEIP VICTORIA KENT;;Alacant;Púb.;965937035
;SANT VICENT DEL RASPEIG;;03018064;3690;CM.  DE LA SENDERA, 142;03018064@edu.gva.es;;38,419204;-0,530596;CENTRE PRIVAT PEÑAFORT-2;;Alacant;Priv.;605512895
Q0300738B;FINESTRAT;;03018076;3509;SC.  5 PARCELA CS-2 BALCÓN DE FINESTRAT, S/N;03018076@edu.gva.es;;38,548371;-0,201321;CEIP BALCÓ DE FINESTRAT;;Alacant;Púb.;965594760
;REDOVÁN;;03018088;3370;CL.  LOS PASOS, 2;03018088@edu.gva.es;;38,115921;-0,906737;EI 1er CICLO MUNICIPAL LOS PASITOS;;Alacant;Púb.;689464103
;ALBATERA;;03018155;3340;CL.  JOSÉ CÁNOVAS SERNA, 29;03018155@edu.gva.es;;38,176756;-0,873245;ESCUELA PRIVADA DE MÚSICA A. MUS. SANTIAGO APÓSTOL ALBATERA;;Alacant;Priv.;617962353
;LA VILA JOIOSA;;03018167;3570;CL.  AITANA, 3;03018167@edu.gva.es;;38,508621;-0,23065;ESCOLA PRIVADA DE MÚSICA A. MUS. MEDITERRÁNEO LA VILA-JOIOSA;;Alacant;Priv.;649992517
;ALGORFA;;03018179;3169;CL.  MAYOR, 33;03018179@edu.gva.es;;38,085905;-0,79576;ESCUELA PRIVADA DE MÚSICA S.MUSICAL Y CULTURAL DE ALGORFA;;Alacant;Priv.;965700095
;SANTA POLA;;03018209;3130;CL.  FINLANDIA (BLOC 2, CC GRAN ALACANT), 23;03018209@edu.gva.es;;38,233693;-0,547908;CENTRE PRIV. ED. INF. 1er CICLE CHIQUI SCHOOL;;Alacant;Priv.;966695852
;SANT JOAN D'ALACANT;;03018210;3550;CL.  LA MOLETA (LOCAL 2 EDIF. MISTRAL), 4;03018210@edu.gva.es;;38,40147;-0,432557;CENTRE PRIV. ED. INF. 1er CICLE MAR DE SOLES;;Alacant;Priv.;686245463
;LOS MONTESINOS;;03018246;3187;CL.  MAESTRO FIDEL GÓMEZ, S/N;03018246@edu.gva.es;;38,028779;-0,74337;EI 1er CICLO MUNICIPAL MIGUEL HERNÁNDEZ;;Alacant;Púb.;966721087
;MONFORTE DEL CID;;03018258;3670;CL.  GUILLEN GRAS, 6;03018258@edu.gva.es;;38,378504;-0,730226;ESCUELA PRIVADA DE MÚSICA BANDA MUSICAL LA LIRA;;Alacant;Priv.;965620710
Q0300712G;DÉNIA;;03018283;3700;CL.  DE LES HÍADES, 10;03018283@edu.gva.es;;38,833282;0,114917;ESCOLA OFICIAL IDIOMES DÉNIA;;Alacant;Púb.;966429630
Q0300681D;ELDA;;03018295;3600;CL.  PICO VELETA, S/N;03018295@edu.gva.es;;38,492204;-0,800851;ESCOLA OFICIAL IDIOMES ELDA;;Alacant;Púb.;966957690
Q0300714C;ORIHUELA;;03018301;3300;AV.  PRÍNCIPE DE ASTURIAS, 3;03018301@edu.gva.es;;38,083574;-0,93966;ESCOLA OFICIAL  IDIOMES ORIHUELA;;Alacant;Púb.;966904475
S0300128F;SANT VICENT DEL RASPEIG;;03018313;3690;AV.  HAYGÓN, S/N;03018313@edu.gva.es;;38,383028;-0,502829;ESCOLA OFICIAL IDIOMES SANT VICENT DEL RASPEIG-L'ALACANTÍ;;Alacant;Púb.;682243449
;ALACANT;;03018337;3015;CL.  BARÍTONO PACO LATORRE, S/N;03018337@edu.gva.es;;38,37736;-0,48373;EI 1er CICLE MUNICIPAL SIETE ENANITOS;;Alacant;Púb.;965182385
;ALACANT;;03018349;3011;CL.  EL CLOT, 8;03018349@edu.gva.es;;38,376235;-0,495714;EI 1er CICLE MUNICIPAL ELS XIQUETS;;Alacant;Púb.;965173565
;VILLENA;;03018362;3400;CL.  HUERTO REAL , S/N;03018362@edu.gva.es;;38,628943;-0,862873;CENTRO PRIV. ED. INF. 1er CICLO RENACUAJOS;;Alacant;Priv.;966151544
;BENEJÚZAR;;03018374;3390;CL.  COMANDANTE BERNABÉ(INST.CEIP A.SEQUEROS), 43;03018374@edu.gva.es;;38,075232;-0,835847;CENTRO FPA MUNICIPAL;;Alacant;Púb.;965356150
;BIAR;;03018386;3410;CL.  SANT JERONI, 4 - AV. VILLENA, 21;03018386@edu.gva.es;;38,62739;-0,764483;EI 1er CICLE MUNICIPAL;;Alacant;Púb.;655672180
;ALACANT;;03018404;3015;CL.  PINTOR XAVIER SOLER, 13;03018404@edu.gva.es;;38,363658;-0,466533;CENTRE PRIV. ED. INF. 1er CICLE GRAN VÍA PARQUE AVENTURA;;Alacant;Priv.;966354050
;ALACANT;;03018416;3006;CL.  PRINCESA MERCEDES, 12-14;03018416@edu.gva.es;;38,346406;-0,504417;CENTRE PRIV. ED. INF. 1er CICLE PRINCESA MERCEDES;;Alacant;Priv.;965103891
;ALACANT;;03018431;3016;CL.  DEPORTISTAS HERMANOS TORRES, 12;03018431@edu.gva.es;;38,367368;-0,435699;CENTRE PRIV. ED. INF. 1er CICLE PICAPIEDRA;;Alacant;Priv.;965150663
;TORREVIEJA;;03018441;3184;CL.  RAMÓN VALLE INCLÁN, 23;03018441@edu.gva.es;;37,986879;-0,692225;CENTRO PRIV. ED. INF. 1er CICLO PICCOLO;;Alacant;Priv.;966704802
;CALP;;03018465;3710;PD.  GARGASINDI, 3-P;03018465@edu.gva.es;;38,648065;0,04786;EI 1er CICLE MUNICIPAL SILENE D'IFAC;;Alacant;Púb.;965875479
;ROJALES;;03018490;3170;CL.  CALVARIO, S/N;03018490@edu.gva.es;;38,085375;-0,726793;EI 1er CICLO MUNICIPAL LOS PASOS;;Alacant;Púb.;966713352 
;CATRAL;;03018520;3158;CL.  ARMANDO ROS DUEÑAS (I.E.S. DE CATRAL), 4;03018520@edu.gva.es;;38,165048;-0,801862;CENTRO FPA MUNICIPAL;;Alacant;Púb.;610188931
;ALACANT;;03018571;3015;CL.  ESPORTISTA JUAN MATOS (LOCAL 5), 2;03018571@edu.gva.es;;38,364121;-0,434142;CENTRE PRIV. ED. INF. 1er CICLE GRAN VÍA ALBUFERETA;;Alacant;Priv.;966106633
;XÀBIA;;03018581;3730;CL.  FERNANDO DE ROJAS, 1;03018581@edu.gva.es;;38,786338;0,164452;CENTRE PRIV. ED. INF. 1er CICLE MINAIRONS;;Alacant;Priv.;965793425
;ELX;;03018593;3203;CL.  SOLARS, 7;03018593@edu.gva.es;;38,263743;-0,697117;ESCOLA PRIVADA DE MÚSICA ERIK SATIE;;Alacant;Priv.;615189834
Q0300715J;ALACANT;;03018623;3009;CL.  TUBERÍA, 93;03018623@edu.gva.es;;38,365588;-0,501726;CEIP RABASSA;;Alacant;Púb.;965937340
;ELX;;03018635;3203;AV.  EL ALTET, 51;03018635@edu.gva.es;;38,262494;-0,662052;CENTRE PRIV. ED. INF. 1er CICLE MIS PASITOS;;Alacant;Priv.;965425706
;ELX;;03018659;3201;CL.  ALFREDO LLOPIS, 14;03018659@edu.gva.es;;38,264935;-0,702247;ESCOLA PRIVADA DE MÚSICA CIUDAD DE ELCHE;;Alacant;Priv.;659437824
S0300069B;ELX;;03018672;3203;CL.  MARÍA GOYRI, 4;03018672@edu.gva.es;;38,272301;-0,667854;CEIP PRINCESA DE ASTURIAS;;Alacant;Púb.;966616060
;ALACANT;;03018684;3005;CL.  PADRE RECADERO DE LOS RÍOS, 14;03018684@edu.gva.es;;38,35111;-0,498215;CENTRE PRIV. ED. INF. 1er CICLE PEQUEÑO MUNDO;;Alacant;Priv.;966305205
;SAN ISIDRO;;03018696;3349;CL.  ESCUELAS-C/ RONDA DE LAS PARCELAS, S/N;03018696@edu.gva.es;;38,172619;-0,83903;EI 1er CICLO MUNICIPAL LOS PEQUES;;Alacant;Púb.;965489119
;SANT JOAN D'ALACANT;;03018726;3550;AV.  CATEDRÁTICO SALA PÉREZ, 37;03018726@edu.gva.es;;38,395517;-0,426318;CENTRE PRIV. ED. INF. 1er CICLE PEQUES;;Alacant;Priv.;965656791
;SANT VICENT DEL RASPEIG;;03018741;3690;CL.  RASPEIG, 55;03018741@edu.gva.es;;38,399872;-0,519917;CENTRE PRIV. ED. INF. 1er CICLE EL SOLET;;Alacant;Priv.;966356625
;ELDA;;03018805;3600;CL.  JAIME BALMES, 68;03018805@edu.gva.es;;38,481578;-0,787003;CENTRO PRIVADO FP CEDENPRO;;Alacant;Priv.;965390301
;L'ALFÀS DEL PI;;03018829;3581;CL.  CALIOPE, 4;03018829@edu.gva.es;;38,572956;-0,079409;CENTRE PRIV. ED. INF. 1er CICLE PECES DE COLORES;;Alacant;Priv.;966866252
;FINESTRAT;;03018891;3509;PD.  EL FONDO (APT. 23), S/N ;03018891@edu.gva.es;;38,566636;-0,214185;ESCOLA PRIVADA DE MÚSICA CENTRE MUSICAL PUIG CAMPANA;;Alacant;Priv.;688970170
;SAX;;03018908;3630;CL.  YECLA, 41;03018908@edu.gva.es;;38,536644;-0,821854;ESCUELA PRIVADA DE MÚSICA SOCIEDAD INSTRUCTIVA MUSICAL SONES;;Alacant;Priv.;616844532
;BIGASTRO;;03018911;3380;CL.  ACEQUIA, 1;03018911@edu.gva.es;;38,063988;-0,897065;ESCUELA PRIVADA DE MÚSICA DE LA UNIÓN MUSICAL;;Alacant;Priv.;609679758
;ELDA;;03018921;3600;PZ.  MAYOR, 8-BAJO;03018921@edu.gva.es;;38,478488;-0,79402;ESCUELA PRIVADA DE DANZA SUSANA GARCÍA;;Alacant;Priv.;965384160
;ALACANT;;03018933;3007;CL.  ISABEL LA CATÓLICA, 26;03018933@edu.gva.es;;38,340394;-0,495383;ESCOLA PRIVADA DE DANSA ESTUDIO DE DANZA ALICIA Y PILAR;;Alacant;Priv.;965121129
;PETRER;;03018969;3610;CL.  LEOPOLDO PARDINES, 11;03018969@edu.gva.es;;38,483119;-0,772999;ESCOLA PRIVADA DE MÚSICA SOCIEDAD UNIÓN MUSICAL;;Alacant;Priv.;660995809
;LA VILA JOIOSA;;03018982;3570;AV.  MARINA BAIXA (EDIF. FIL7), 5;03018982@edu.gva.es;;38,501111;-0,240822;CENTRE PRIV. ED. INF. 1er CICLE EL TRENET;;Alacant;Priv.;966852893
;CASTALLA;;03018994;3420;CL.  RIU VINALOPÓ, 5;03018994@edu.gva.es;;38,587298;-0,67052;EI 1er CICLE MUNICIPAL;;Alacant;Púb.;965560339
S0300109F;ALACANT;;03019007;3540;CL.  DEPORTISTA JOSÉ BAÑÓN, 4;03019007@edu.gva.es;;38,365374;-0,421202;CEIP LA ALMADRABA;;Alacant;Púb.;965932525
;PETRER;;03019019;3610;CL.  ALMAFRÁ BAJA PARTIDA 27, 16;03019019@edu.gva.es;;38,471197;-0,78512;CENTRE PRIV. ED. INF. 1er CICLE BABYSOL;;Alacant;Priv.;628176980
;ALBATERA;;03019081;3340;AV.  DE LA LIBERTAD, 18-20;03019081@edu.gva.es;;38,17547;-0,871392;EI 1er CICLO DOÑA PILI;;Alacant;Púb.;966180762
;EL POBLE NOU DE BENITATXELL;;03019123;3726;UR.  CUMBRE DEL SOL, S/N;03019123@edu.gva.es;;38,72882;0,161086;CENTRE ESTRANGER THE LADY ELIZABETH SCHOOL;;Alacant;Priv.;965790252
;ALACANT;;03019135;3005;GL.  DE LA SOLIDARIDAD, 1;03019135@edu.gva.es;;38,354563;-0,507629;CENTRE DOCENT PRIVAT FPA CRUZ ROJA ESPAÑOLA;;Alacant;Priv.;965918641
;MUTXAMEL;;03019147;3110;CL.  PINTOR EL GRECO, S/N;03019147@edu.gva.es;;38,408709;-0,460237;EI 1er CICLE MUNICIPAL EL RAVEL;;Alacant;Púb.;965230073
;SANT VICENT DEL RASPEIG;;03019202;3690;CL.  RÍO EBRO, 1-B;03019202@edu.gva.es;;38,394667;-0,509866;CENTRE PRIV. ED. INF. 1er CICLE LOS OLIVOS;;Alacant;Priv.;965667772
;NOVELDA;;03019214;3660;PG.  IND.FONDONET-VIAL 2,NAU 1- C/ SERRETA, 9;03019214@edu.gva.es;;38,386855;-0,746569;CENTRE PRIVAT FP TALLER DE OFICIOS FERSOL;;Alacant;Priv.;965604623
;CATRAL;;03019226;3158;CL.  ÓSCAR ESPLÁ, S/N;03019226@edu.gva.es;;38,160687;-0,803932;CONSERVATORIO PROFESIONAL DE MÚSICA MUNICIPAL DE CATRAL;;Alacant;Púb.;965723841
;NOVELDA;;03019263;3660;AV.  DEL CEMENTERIO VIEJO, 8;03019263@edu.gva.es;;38,387544;-0,762643;CENTRE PRIV. ED. INF. 1er CICLE LA PAPALLONA;;Alacant;Priv.;677532389
;CALLOSA DE SEGURA;;03019275;3360;CL.  FRANCISCO ZARAGOZA RUIZ (PARC SAN ROQUE), S/N;03019275@edu.gva.es;;38,127214;-0,874035;EI 1er CICLO MUNICIPAL MAESTRA CARMEN BAEZA;;Alacant;Púb.;965312631
;SANT VICENT DEL RASPEIG;;03019287;3690;CL.  LA HUERTA, 7;03019287@edu.gva.es;;38,400713;-0,519847;CENTRE PRIV. ED. INF. 1er CICLE DUENDES;;Alacant;Priv.;965049772
;ALACANT;;03019317;3540;AV.  PINTOR PÉREZ GIL, 14;03019317@edu.gva.es;;38,384526;-0,430146;CENTRE PRIV. ED. INF. 1er CICLE HORMIGUITAS;;Alacant;Priv.;965266107
;SANT VICENT DEL RASPEIG;;03019330;3690;CL.  PIZARRO, 3;03019330@edu.gva.es;;38,392633;-0,518196;CENTRE PRIV. ED. INF. 1er CICLE TRAZOS Y RAYAJOS;;Alacant;Priv.;966357676
;ALCOI;;03019342;3801;CL.  VERGE DELS LLIRIS, 34;03019342@edu.gva.es;;38,69158;-0,477193;CENTRE PRIV. ED. INF. 1er CICLE SOL, SOLET;;Alacant;Priv.;865780079
;ORIHUELA - DEHESA DE CAMPOAMOR;;03019378;3189;CL.  IGUAZÚ, 6;03019378@edu.gva.es;;37,939011;-0,734627;EI 1er CICLO MUNICIPAL ORIHUELA COSTA;;Alacant;Púb.;965071897
S0300129D;SAN MIGUEL DE SALINAS;;03019381;3193;CL.  GALANT DELGADO, 32;03019381@edu.gva.es;;37,975403;-0,789547;EI 1er CICLO MAESTRO ENRIQUE;;Alacant;Púb.;965679740
;SANT JOAN D'ALACANT;;03019408;3550;CL.  MANOLO MORÁN, 1;03019408@edu.gva.es;;38,403723;-0,431011;CENTRE PRIV. ED. INF. 1er CICLE BICHITOS;;Alacant;Priv.;693911863
;SANT VICENT DEL RASPEIG;;03019411;3690;CL.  ANCHA DE CASTELAR, 21;03019411@edu.gva.es;;38,396063;-0,521565;CENTRE PRIV. ED. INF. 1er CICLE SENTIDOS;;Alacant;Priv.;683245204
;DÉNIA;;03019421;3700;CL.  PEDREGUER, 18;03019421@edu.gva.es;;38,835424;0,107151;CENTRE PRIV. ED. INF. 1er CICLE COLORETS;;Alacant;Priv.;966424622
;ELX;;03019457;3202;CL.  CANDALIX, 21;03019457@edu.gva.es;;38,270096;-0,694582;EI 1er CICLE MUNICIPAL ELS XIQUETS;;Alacant;Púb.;965455303
;COX;;03019469;3350;CL.  SEVERO OCHOA, 8;03019469@edu.gva.es;;38,144944;-0,887728;CENTRO PRIV. ED. INF. 1er CICLO MENUDOS GENIOS;;Alacant;Priv.;966188444
;ALACANT;;03019470;3016;AV.  DE DÉNIA, 152;03019470@edu.gva.es;;38,376094;-0,453606;CENTRE PRIV. ED. INF. 1er CICLE LA COMETA;;Alacant;Priv.;965262212
;ALACANT;;03019500;3008;CL.  BENIJÓFAR (POL. IND. AGUA AMARGA), 4-6;03019500@edu.gva.es;;38,302562;-0,532922;CENTRE PRIVAT FP FEMPA;;Alacant;Priv.;965150300 
;SANT JOAN D'ALACANT;;03019512;3550;AV.  COMTAT DE FABRAQUER (INSTAL.IES LLOIXA), 1;03019512@edu.gva.es;;38,392834;-0,440891;CENTRE FPA MUNICIPAL DE SANT JOAN D'ALACANT;;Alacant;Púb.;966013120
;DÉNIA - LA XARA;;03019524;3709;CL.  LES ESCOLES, 1;03019524@edu.gva.es;;38,82747;0,062279;EI 1er CICLE MUNICIPAL MESTRA VICENTA ESTELA;;Alacant;Púb.;965076127
;ALACANT;;03019536;3012;CL.  ALONSO CANO, 40;03019536@edu.gva.es;;38,364327;-0,479763;CENTRE PRIV. ED. INF. 1er CICLE LOS OLIVOS 2;;Alacant;Priv.;965254752
;EL POBLE NOU DE BENITATXELL;;03019551;3726;CR.  DE XABIA, 7;03019551@edu.gva.es;;38,734536;0,145452;CENTRE PRIV. ED. INF. 1er CICLE ELS PATUFETS;;Alacant;Priv.;966493856
;XÀBIA;;03019561;3730;CL.  PRÍNCIPE DE ASTURIAS, 48;03019561@edu.gva.es;;38,788448;0,160862;CENTRE PRIVAT FP HEMEROSCOPEA JÁVEA;;Alacant;Priv.;965792398
;BIGASTRO;;03019597;3380;CL.  PADRE DAMIÁN, 12;03019597@edu.gva.es;;38,062256;-0,904105;CENTRO PRIV. ED. INF. 1er CICLO LYSMON;;Alacant;Priv.;966181123
;SANT VICENT DEL RASPEIG;;03019603;3690;CL.  BENITO PÉREZ GALDÓS, 75;03019603@edu.gva.es;;38,398445;-0,528848;CENTRE PRIV. ED. INF. 1er CICLE TURULETA;;Alacant;Priv.;966304943
;ELDA;;03019627;3600;CL.  SAN CRISPÍN, 14;03019627@edu.gva.es;;38,473986;-0,79079;ESCUELA PRIVADA DE MÚSICA CIUDAD DE ELDA;;Alacant;Priv.;965691135
;ORIHUELA;;03019639;3300;CL.  SUBIDA DE SAN MIGUEL, S/N;03019639@edu.gva.es;;38,085987;-0,948008;ESCUELA PRIVADA DE MÚSICA MARIANO ROGEL;;Alacant;Priv.;966743300
;XÀBIA;;03019640;3730;AV.  AUSIAS MARCH, 4;03019640@edu.gva.es;;38,791887;0,177258;CENTRE PRIV. ED. INF. 1er CICLE CARAGOLETS;;Alacant;Priv.;619186516
;NOVELDA;;03019652;3660;CL.  SENTENERO, 26;03019652@edu.gva.es;;38,387139;-0,763043;CENTRE PRIV. ED. INF. 1er CICLE NANOS;;Alacant;Priv.;687798334
;DÉNIA;;03019664;3700;CL.  PINTOR LLORENS, 12;03019664@edu.gva.es;;38,839131;0,111918;CENTRE PRIV. ED. INF. 1er CICLE EL PORTET;;Alacant;Priv.;965781866
;ALACANT;;03019676;3012;CL.  PLUS ULTRA, 50;03019676@edu.gva.es;;38,358943;-0,481538;CENTRE PRIV. ED. INF. 1er CICLE PETER PAN;;Alacant;Priv.;965256264
;ALACANT;;03019688;3012;CL.  DOCTOR BERGUEZ, 37-39;03019688@edu.gva.es;;38,357727;-0,480118;CENTRE PRIV. ED. INF. 1er CICLE COLORÍN COLORADO;;Alacant;Priv.;965256199
;ALACANT;;03019691;3008;CL.  JOSÉ DE CABO PALOMARES, 35;03019691@edu.gva.es;;38,328527;-0,515751;CENTRE PRIV. ED. INF. 1er CICLE NINÓN;;Alacant;Priv.;966081174
;ALACANT;;03019706;3540;AV.  DE LA CONDOMINA, 83;03019706@edu.gva.es;;38,364238;-0,423043;CENTRE PRIV. ED. INF. 1er CICLE LA MAR SALADA CONDOMINA;;Alacant;Priv.;965150897
;SANT VICENT DEL RASPEIG;;03019721;3690;AV.  L'ALMÀSSERA (LOCAL 1), 23;03019721@edu.gva.es;;38,396072;-0,514057;CENTRE PRIV. ED. INF. 1er CICLE MICKEY;;Alacant;Priv.;965660675
;ALACANT;;03019743;3016;CL.  ANDALUCÍA, 17;03019743@edu.gva.es;;38,367057;-0,454508;CENTRE PRIVAT ÁNGEL DE LA GUARDA III;;Alacant;Priv.;965261899
;ALACANT;;03019767;3010;CL.  MARTIN LUTHER KING, 2;03019767@edu.gva.es;;38,360903;-0,488267;CENTRE PRIV. ED. INF. 1er CICLE EL ALMENDRO;;Alacant;Priv.;965910067
;ALACANT;;03019792;3007;CL.  CATRAL, 3-5;03019792@edu.gva.es;;38,341822;-0,510837;CENTRE PRIV. ED. INF. 1er CICLE ACUARELAS;;Alacant;Priv.;622578486
;ALACANT;;03019809;3016;AV.  ANSALDO, 14;03019809@edu.gva.es;;38,367078;-0,431862;CENTRE PRIV. ED. INF. 1er CICLE BRITANIA;;Alacant;Priv.;965260279
;BENIDORM;;03019810;3503;AV.  DEL DOCTOR SEVERO OCHOA, 9;03019810@edu.gva.es;;38,543439;-0,103021;CENTRE ENSENYAMENTS ESPORTIUS LOPE DE VEGA DEPORTIVO;;Alacant;Priv.;965854150
;LA VILA JOIOSA;;03019822;3570;CL.  DOCTORA DAMIANA ZARAGOZA I ZARAGOZA, 3;03019822@edu.gva.es;;38,512932;-0,22861;CENTRE PRIV. ED. INF. 1er CICLE EL COLE DE PATE;;Alacant;Priv.;966852708
;DOLORES;;03019846;3150;CL.  PINTOR SOROLLA, 38;03019846@edu.gva.es;;38,141873;-0,767957;CENTRO PRIV. ED. INF. 1er CICLO TU CASITA;;Alacant;Priv.;645976751
;PETRER;;03019858;3610;CL.  PINTOR VICENTE POVEDA, 17;03019858@edu.gva.es;;38,482133;-0,775174;CENTRE PRIV. ED. INF. 1er CICLE CAP I CUA;;Alacant;Priv.;691952395
;ALACANT;;03019871;3005;CL.  ENRIQUETA ORTEGA, 17;03019871@edu.gva.es;;38,346591;-0,49559;CENTRE PRIVAT FP IG FORMACIÓN;;Alacant;Priv.;965120039
;BENIDORM;;03019883;3502;CL.  VIRGEN DE LA MACARENA (LOCAL 4), 36;03019883@edu.gva.es;;38,545027;-0,135473;ESCOLA PRIVADA DE MÚSICA LA NOVA DE BENIDORM;;Alacant;Priv.;965040371
;BENIDORM;;03019895;3503;PD.  CABUT, S/N;03019895@edu.gva.es;;38,568401;-0,093566;CENTRE PRIV. ED. INF. 1er CICLE L'ALMAFRÀ;;Alacant;Priv.;617130197
;LA VILA JOIOSA;;03019901;3570;AV.  PIANISTA GONZALO SORIANO, 8;03019901@edu.gva.es;;38,512428;-0,23264;CENTRE PRIV. ED. INF. 1er CICLE COLE COLE;;Alacant;Priv.;699376276
;ELX;;03019937;3203;CL.  MANUEL MACIÁ JUAN, 8;03019937@edu.gva.es;;38,268511;-0,682839;CENTRE PRIV. ED. INF. 1er CICLE L'ESCOLETA;;Alacant;Priv.;965453893
;DÉNIA;;03019950;3700;PD.  SANTA LUCÍA, 16-A;03019950@edu.gva.es;;38,830103;0,118216;CENTRE PRIV. ED. INF. 1er CICLE SANTA MARÍA;;Alacant;Priv.;965785610
;ASPE;;03019962;3680;AV.  PINTOR PASTOR CALPENA, 1 BAJO;03019962@edu.gva.es;;38,339669;-0,76378;CENTRO PRIV. ED. INF. 1er CICLO TABATA;;Alacant;Priv.;628571277
;SAN MIGUEL DE SALINAS;;03019986;3193;CL.  MIGUEL GARCÍA GALANT, 5;03019986@edu.gva.es;;37,979809;-0,791713;ESCUELA PRIVADA DE MÚSICA IRMGARD BECK;;Alacant;Priv.;966926710
;ALCOI;;03019998;3801;CL.  EL CAMÍ, 22 BAJO;03019998@edu.gva.es;;38,693509;-0,474955;CENTRE PRIV. ED. INF. 1er CICLE VIRGEN DE LOS LIRIOS;;Alacant;Priv.;656275703
;MURO DE ALCOY;;03020022;3830;CL.  SAN JUAN DE RIBERA, 9;03020022@edu.gva.es;;38,781341;-0,439517;CENTRE PRIV. ED. INF. 1er CICLE NENS;;Alacant;Priv.;622785911
;SAX;;03020034;3630;CL.  MAESTRO VIVES, 5;03020034@edu.gva.es;;38,537059;-0,81728;ESCUELA PRIVADA DE MÚSICA S.UNIÓN MUSICAL Y ARTÍSTICA DE SAX;;Alacant;Priv.;687467365
Q5355316J;RELLEU;;03020046;3578;CL.  EVARISTO MANERO, 38;03020046@edu.gva.es;;38,58609;-0,311362;CRA SELLA-ORXETA-RELLEU;;Alacant;Púb.;966870880
;SANT VICENT DEL RASPEIG;;03020058;3690;CL.  CERVANTES, 21;03020058@edu.gva.es;;38,396331;-0,522201;CENTRE PRIV. ED. INF. 1er CICLE A-E-I-O-U;;Alacant;Priv.;965947243
