cif	ciudad	cliente	codigo	cp	direccion	email	id	lat	lng	Nombre	notas	Provincia	Regimen	Telefono
Q6255025F	CASTELLÓ DE LA PLANA		12003493	12004	CM.  DELS MESTRETS, 2	12003493@edu.gva.es		39,996331	-0,048956	CEIP ILLES COLUMBRETES		Castelló	Púb.	964739350
Q5355194A	TORREVIEJA		03008666	3181	CL.  ORIHUELA, 69	03008666@edu.gva.es		37,98156	-0,687053	CEIP INMACULADA CONCEPCIÓN		Alacant	Púb.	966926715
Q6255035E	CASTELLÓ DE LA PLANA		12004321	12004	CM.  LA PLANA, 11	12004321@edu.gva.es		39,994728	-0,03459	CEIP ISABEL FERRER		Castelló	Púb.	964739360
Q9655731I	L'OLLERIA		46005971	46850	CL.  ISABEL LA CATÓLICA, S/N	46005971@edu.gva.es		38,916874	-0,552578	CEIP ISABEL LA CATÓLICA		València	Púb.	962249735
Q6255023A	CASTELLÓ DE LA PLANA		12000790	12005	CL.  RÍO VOLGA, 20	12000790@edu.gva.es		39,97393	-0,045501	CEIP ISIDORO ANDRÉS VILLARROYA		Castelló	Púb.	964739370
Q4668021A	AYORA		46001552	46620	CL.  DOCTOR ROMANI, 1	46001552@edu.gva.es		39,060892	-1,061397	CEIP ISIDRO GIRANT		València	Púb.	961892955
Q0300567E	ALACANT		03016183	3014	CL.  BENIFALLIM, 4	03016183@edu.gva.es		38,365601	-0,481848	CEIP ISLA DE TABARCA		Alacant	Púb.	965936260
	VALÈNCIA		46011831	46017	CL.  JUAN DE GARAY, 23	46011831@edu.gva.es		39,453518	-0,396278	CEIP IVAF-LUIS FORTICH		València	Púb.	963883023
Q5355222J	ELX		03004570	3206	CL.  ALFREDO SANCHEZ TORRES, 18	03004570@edu.gva.es		38,278087	-0,71174	CEIP JAIME BALMES		Alacant	Púb.	966912310
Q9655146J	VALÈNCIA		46012197	46006	CL.  MAESTRO AGUILAR, 15	46012197@edu.gva.es		39,46113	-0,369877	CEIP JAIME BALMES		València	Púb.	961205775
Q4680001G	PATERNA		46014315	46980	CR.  DE LA CAÑADA, S/N	46014315@edu.gva.es		39,508896	-0,43608	CEIP JAIME I EL CONQUISTADOR		València	Púb.	962566960
Q6255048H	PENÍSCOLA		12002105	12598	CL.  MARJAL, S/N	12002105@edu.gva.es		40,366983	0,401356	CEIP JAIME SANZ		Castelló	Púb.	964336440
Q5355016F	ELX		03004673	3205	CL.  MANUEL CAMPELLO RUIZ, S/N	03004673@edu.gva.es		38,274002	-0,71638	CEIP JAUME I		Alacant	Púb.	966915260
Q5355298J	SANT VICENT DEL RASPEIG		03008356	3690	CL.  BALMES, 26	03008356@edu.gva.es		38,397333	-0,527719	CEIP JAUME I		Alacant	Púb.	965937135
Q6255123I	CASTELLÓ DE LA PLANA		12001356	12006	CM.  VELL D'ALCORA, 15	12001356@edu.gva.es		39,986866	-0,053714	CEIP JAUME I		Castelló	Púb.	964739380
Q1200331E	VINARÒS		12006779	12500	CL.  JOAN FUSTER, 6	12006779@edu.gva.es		40,480333	0,475978	CEIP JAUME I		Castelló	Púb.	964405605
Q6255044G	NULES		12003432	12520	AV.  JAUME I, S/N	12003432@edu.gva.es		39,847245	-0,162134	CEIP JAUME I		Castelló	Púb.	964738740
Q9655079C	VALÈNCIA		46012616	46022	CL.  JERÓNIMO MONSORIU, 21	46012616@edu.gva.es		39,465793	-0,341799	CEIP JAUME I		València	Púb.	962566650
Q9655706A	PAIPORTA		46015630	46200	CL.  CAMÍ DEL CONVENT, S/N	46015630@edu.gva.es		39,419403	-0,415591	CEIP JAUME I		València	Púb.	962566830
Q9655059E	ALCÀSSER		46000501	46290	CL.  AUSIÀS MARCH, S/N	46000501@edu.gva.es		39,371895	-0,44743	CEIP JAUME I		València	Púb.	961205810
Q9655110F	PUÇOL		46015472	46530	CL.  BANCALETS, 2	46015472@edu.gva.es		39,615954	-0,312831	CEIP JAUME I		València	Púb.	961205790
Q9655689I	NOVETLÈ		46005806	46819	CL.  PÍO XII, 18	46005806@edu.gva.es		38,97952	-0,547986	CEIP JAUME I		València	Púb.	962249730
Q9655677D	MISLATA		46005570	46920	CL.  FELIPE BELLVER, 39	46005570@edu.gva.es		39,475628	-0,411888	CEIP JAUME I		València	Púb.	962566500
Q9655468H	CATARROJA		46003019	46470	CR.  TORRENT, S/N	46003019@edu.gva.es		39,402186	-0,412352	CEIP JAUME I EL CONQUERIDOR		València	Púb.	961205815
Q9655419A	BENIFAIRÓ DE LA VALLDIGNA		46001837	46791	PZ.  DEL PI, S/N	46001837@edu.gva.es		39,056409	-0,303873	CEIP JAUME II EL JUST		València	Púb.	962826660
Q9655534G	VALÈNCIA		46012240	46007	CL.  FRANCO TORMO, 2	46012240@edu.gva.es		39,457933	-0,389832	CEIP JESÚS		València	Púb.	962566660
Q5355462B	NOVELDA		03010260	3660	CL.  JUAN RAMÓN JIMÉNEZ, 5	03010260@edu.gva.es		38,388483	-0,77234	CEIP JESÚS NAVARRO JOVER		Alacant	Púb.	966908145
Q5355315B	SAN ISIDRO		03000151	3349	CL.  SALVADOR, 1	03000151@edu.gva.es		38,17326	-0,837016	CEIP JESÚS SÁNCHEZ		Alacant	Púb.	966912015
Q6255002E	ALBOCÀSSER		12000091	12140	AV.  JAUME I, 33	12000091@edu.gva.es		40,357288	0,027831	CEIP JOAN DE BRUSCA		Castelló	Púb.	964336045
Q9655740J	MANISES		46014200	46940	AV.  GENERALITAT VALENCIANA, 48	46014200@edu.gva.es		39,486605	-0,45368	CEIP JOAN FUSTER		València	Púb.	962566970
Q9655091H	GANDIA		46004188	46702	CL.  NOU D'OCTUBRE, 72	46004188@edu.gva.es		38,969778	-0,189557	CEIP JOAN MARTORELL		València	Púb.	962826540
Q9655469F	CATARROJA		46002945	46470	CL.  MÚSICO GIMENO PUCHALT, 2	46002945@edu.gva.es		39,397187	-0,401653	CEIP JOAN XXIII		València	Púb.	961205310
Q9655142I	GANDIA - GRAU I PLATJA		46014947	46730	PZ.  GARBI, 2	46014947@edu.gva.es		38,993101	-0,161818	CEIP JOAN XXIII		València	Púb.	962826680
Q5355354A	LA VALL DE GALLINERA - BENIALI		03009831	3787	CL.  CARRETERA, S/N	03009831@edu.gva.es		38,820735	-0,221626	CEIP JOANOT MARTORELL		Alacant	Púb.	966409950
Q9655066J	XERACO		46004632	46770	CL.  LLUÍS VIVES, 3	46004632@edu.gva.es		39,03689	-0,217232	CEIP JOANOT MARTORELL		València	Púb.	962826690
Q5355344B	VILLENA		03009166	3400	CL.  PASCUAL MARQUINA, 2	03009166@edu.gva.es		38,637313	-0,86042	CEIP JOAQUÍN MARÍA LÓPEZ		Alacant	Púb.	965823710
Q9655367B	TURÍS		46008868	46389	CL.  RAMÓN Y CAJAL, 18	46008868@edu.gva.es		39,391914	-0,710109	CEIP JOAQUÍN MUÑOZ		València	Púb.	961808355
Q5355115F	ALACANT		03001568	3005	CL.  ALBACETE, S/N	03001568@edu.gva.es		38,350785	-0,497485	CEIP JOAQUÍN SOROLLA		Alacant	Púb.	965936270
Q5355220D	ELX		03011884	3204	CL.  PROL. ENRIQUE PIRE GARCÍA, 55	03011884@edu.gva.es		38,256144	-0,709219	CEIP JORGE GUILLÉN		Alacant	Púb.	966616055
Q5355458J	NOVELDA		03006670	3660	CL.  SALVADOR DE MADARIAGA, 14	03006670@edu.gva.es		38,380521	-0,766417	CEIP JORGE JUAN		Alacant	Púb.	966908175
Q5355476B	MONFORTE DEL CID		03006396	3670	CL.  CALVARIO, 39	03006396@edu.gva.es		38,379488	-0,726793	CEIP JORGE JUAN		Alacant	Púb.	966908205
Q9655383I	VINALESA		46014108	46114	CL.  DELS JOCS, S/N	46014108@edu.gva.es		39,539118	-0,370477	CEIP JOSÉ BLAT GIMENO		València	Púb.	961205320
Q4668020C	CARCAIXENT		46002696	46740	CL.  SEBASTIÁN HERNÁNDEZ, 14	46002696@edu.gva.es		39,114953	-0,449131	CEIP JOSÉ BOQUERA OLIVER		València	Púb.	962457570
Q5355560C	ALACANT		03010181	3006	CL.  MÉDICO PEDRO HERRERO, S/N	03010181@edu.gva.es		38,343752	-0,500784	CEIP JOSÉ CARLOS AGUILERA		Alacant	Púb.	965936280
Q9655741H	MANISES		46005107	46940	CL.  VELÁZQUEZ, 2	46005107@edu.gva.es		39,497968	-0,467283	CEIP JOSÉ GARCÍA PLANELLS		València	Púb.	961205330
Q5355056B	SANTA POLA		03011926	3130	AV.  MURCIA, 2	03011926@edu.gva.es		38,19363	-0,562631	CEIP JOSÉ GARNERO		Alacant	Púb.	966915375
Q5355311A	SAN FULGENCIO		03008137	3177	CL.  LO PLATERO, 3	03008137@edu.gva.es		38,116571	-0,717298	CEIP JOSÉ MARÍA MANRESA NAVARRO		Alacant	Púb.	966926705
Q9655680H	MONCADA		46014959	46113	CL.  BARCELONA, S/N	46014959@edu.gva.es		39,548877	-0,394344	CEIP JOSÉ MARÍA OLTRA		València	Púb.	961205785
Q9655058G	CANALS		46002568	46650	AV.  JAIME I, S/N	46002568@edu.gva.es		38,968435	-0,580988	CEIP JOSÉ MOLLA		València	Púb.	962249780
Q9655184A	PILES		46006689	46712	AV.  JOSÉ PEDROS, 35	46006689@edu.gva.es		38,940756	-0,13418	CEIP JOSÉ PEDRÓS		València	Púb.	962826585
Q0300663B	SANT VICENT DEL RASPEIG		03017552	3690	AV.  SEVILLA, 3	03017552@edu.gva.es		38,392499	-0,514523	CEIP JOSÉ RAMÓN GARCÍA ANTÓN		Alacant	Púb.	965937100
Q9655300C	SAGUNT		46007670	46500	CL.  ALORCO, 42	46007670@edu.gva.es		39,680245	-0,271975	CEIP JOSÉ ROMEU		València	Púb.	962617330
Q9655576H	VALÈNCIA - MASARROCHOS		46009216	46112	CL.  SENENT IBAÑEZ, S/N	46009216@edu.gva.es		39,540712	-0,405625	CEIP JOSÉ SENENT		València	Púb.	962566440
Q1200342B	VILA-REAL		12007206	12540	CM.  LA PLANA, 65	12007206@edu.gva.es		39,946624	-0,098418	CEIP JOSÉ SORIANO RAMOS		Castelló	Púb.	964558480
Q9655101E	VALÈNCIA		46013451	46017	CL.  BEETHOVEN, S/N	46013451@edu.gva.es		39,450568	-0,39048	CEIP JOSÉ SOTO MICÓ		València	Púb.	961205480
Q9655158E	ORIHUELA		03007212	3300	AV.  DEL DOCTOR GARCÍA ROGEL, S/N	03007212@edu.gva.es		38,092768	-0,938812	CEIP JOSEFINA MANRESA		Alacant	Púb.	966904170
Q9655422E	BENIMODO		46001898	46291	CL.  L'ALCUDIA, S/N	46001898@edu.gva.es		39,211732	-0,525938	CEIP JOSEP GIL I HERVÁS		València	Púb.	962980115
Q6255017C	BORRIANA		12000650	12530	AV.  JAUME I, S/N	12000650@edu.gva.es		39,882057	-0,086268	CEIP JOSEP ITURBI		Castelló	Púb.	964738365
Q9655056A	ALDAIA		46000894	46960	CL.  MARTINEZ TORRES, 3	46000894@edu.gva.es		39,458551	-0,470446	CEIP JUAN ANTONIO MARTÍNEZ TORRES		València	Púb.	962566850
Q5355180J	ALACANT - VILLAFRANQUEZA		03002317	3112	CL.  PI Y MARGALL, 2	03002317@edu.gva.es		38,385383	-0,492514	CEIP JUAN BAUTISTA LLORCA		Alacant	Púb.	965918705
Q5355381D	FORMENTERA DEL SEGURA		03005835	3179	CL.  CONCEPCIÓN MINGOT, S/N	03005835@edu.gva.es		38,085286	-0,744797	CEIP JUAN CARLOS I		Alacant	Púb.	965290195
Q6255010H	ALMENARA		12000285	12590	CL.  ISABEL LA CATÓLICA, 22	12000285@edu.gva.es		39,754152	-0,222559	CEIP JUAN CARLOS I		Castelló	Púb.	962617240
Q9655247F	ALBAL		46000274	46470	CL.  SANT ROC, S/N	46000274@edu.gva.es		39,394095	-0,414934	CEIP JUAN ESTEVE MUÑOZ		València	Púb.	961205340
Q1200334I	CASTELLÓ DE LA PLANA		12007051	12006	CL.  RÍO ADRA, 3	12007051@edu.gva.es		39,97772	-0,052807	CEIP JUAN G. RIPOLLÉS		Castelló	Púb.	964739390
Q9655228F	CHELLA		46003457	46821	AV.  DE LA CONSTITUCIÓN, 34	46003457@edu.gva.es		39,043628	-0,661529	CEIP JUAN LACOMBA GUILLOT		València	Púb.	962249840
Q9655314D	VALÈNCIA		46016555	46024	CR.  PUNTA AL MAR, 75	46016555@edu.gva.es		39,444678	-0,33474	CEIP JUAN MANUEL MONTOYA		València	Púb.	961205485
Q5355297B	SANT VICENT DEL RASPEIG		03010946	3690	CL.  DR. MARAÑÓN, 22	03010946@edu.gva.es		38,389689	-0,520831	CEIP JUAN RAMÓN JIMÉNEZ		Alacant	Púb.	965937075
Q5355093E	ELDA		03005744	3600	PD.  DOCTOR RICO, S/N	03005744@edu.gva.es		38,465403	-0,797394	CEIP JUAN RICO Y AMAT		Alacant	Púb.	966957435
Q9655052J	CARLET		46002763	46240	AV.  BLASCO IBÁÑEZ, 10	46002763@edu.gva.es		39,228281	-0,523803	CEIP JUAN VICENTE MORA		València	Púb.	962980120
Q9655357C	TORRENT		46008716	46900	PD.  L'ALTER, 31	46008716@edu.gva.es		39,442557	-0,469708	CEIP JUAN XXIII		València	Púb.	962565260
Q5355219F	ELX		03010405	3205	AV.  DE LES CORTS VALENCIANES, S/N	03010405@edu.gva.es		38,270187	-0,717976	CEIP JULIO M.LÓPEZ OROZCO		Alacant	Púb.	966913140
S0300030D	CREVILLENT		03015269	3330	CL.  FRATERNITAT, S/N	03015269@edu.gva.es		38,24481	-0,803263	CEIP JULIO QUESADA - PILAR RUIZ		Alacant	Púb.	966616075
Q6255054F	VALL D'ALBA		12002521	12194	CL.  NORTE, S/N	12002521@edu.gva.es		40,176611	-0,037057	CEIP L'ALBEA		Castelló	Púb.	964738625
S4600084J	VALÈNCIA		46031349	46023	CL.  LUIS GARCÍA-BERLANGA MARTÍ, 27	46031349@edu.gva.es		39,45566	-0,342269	CEIP L'ALBEREDA		València	Púb.	962566220
Q9655186F	POLINYÀ DE XÚQUER		46006719	46688	CL.  ALBALAT, S/N	46006719@edu.gva.es		39,196426	-0,371658	CEIP L'ALCOCERA		València	Púb.	962457285
Q9655147H	MISLATA		46018278	46920	CL.  BAJO SEGURA, 2	46018278@edu.gva.es		39,475115	-0,424245	CEIP L'ALMASSIL		València	Púb.	962566512
Q9655764J	VALÈNCIA		46019817	46022	CL.  SÉNECA, 13	46019817@edu.gva.es		39,472357	-0,350177	CEIP L'AMISTAT		València	Púb.	961205740
Q0300566G	XÀBIA		03015956	3730	CL.  BRUSELAS, S/N	03015956@edu.gva.es		38,768615	0,184826	CEIP L'ARENAL		Alacant	Púb.	966467100
Q6255182E	LA VALL D'UIXÓ		12002579	12600	CL.  RAMÓN Y CAJAL, 1	12002579@edu.gva.es		39,824457	-0,227751	CEIP L'ASSUMPCIÓ		Castelló	Púb.	964738645
Q5355204H	SENIJA		03008514	3729	AV.  DE LA CONSTITUCIÓN, S/N	03008514@edu.gva.es		38,727242	0,042378	CEIP L'ERA		Alacant	Púb.	965739055
Q5355483H	LA VILA JOIOSA		03008988	3570	PD.  BORDES, 51	03008988@edu.gva.es		38,519715	-0,236818	CEIP L'ERMITA		Alacant	Púb.	966870850
Q4601014F	BENIFAIRÓ DE LES VALLS		46023079	46511	CL.  VIRGEN DEL BUEN SUCESO, 92	46023079@edu.gva.es		39,726688	-0,271434	CEIP L'ERMITA		València	Púb.	962617380
Q9655603J	CULLERA		46003381	46400	PZ.  ANDREU PILES, 1	46003381@edu.gva.es		39,161329	-0,249601	CEIP L'ESCOLAICA		València	Púb.	961719080
Q6255151J	BORRIOL		12000571	12190	CL.  CONSTITUCIÓ, 2	12000571@edu.gva.es		40,042047	-0,069088	CEIP L'HEREU		Castelló	Púb.	964738350
Q5355296D	SANT VICENT DEL RASPEIG		03012116	3690	CL.  LA HUERTA, 3	03012116@edu.gva.es		38,401356	-0,519969	CEIP L'HORTA		Alacant	Púb.	965937040
Q9655061A	PAIPORTA		46006197	46200	PD.  DE SAN JOAQUIN, S/N	46006197@edu.gva.es		39,421239	-0,415312	CEIP L'HORTA		València	Púb.	962566560
Q6255027B	CASTELLÓ DE LA PLANA - GRAU DE CASTELLÓ		12003559	12100	GR.  GRUP SANT PERE, S/N	12003559@edu.gva.es		39,974592	0,007258	CEIP L'ILLA		Castelló	Púb.	964739720
S4600072E	L'ELIANA		46025519	46183	CL.  JAZMINES, 24	46025519@edu.gva.es		39,563469	-0,528797	CEIP L'OLIVERA		València	Púb.	962718185
Q5355374I	EL FONDÓ DE LES NEUS - LA CANALOSA		03005999	3688	CL.  EL SALVADOR, S/N	03005999@edu.gva.es		38,304705	-0,935479	CEIP L'OM		Alacant	Púb.	966545840
Q5355015H	ALACANT		03011045	3016	CL.  ZEUS, 3	03011045@edu.gva.es		38,364629	-0,436161	CEIP LA ALBUFERETA		Alacant	Púb.	965936290
S0300109F	ALACANT		03019007	3540	CL.  DEPORTISTA JOSÉ BAÑÓN, 4	03019007@edu.gva.es		38,365374	-0,421202	CEIP LA ALMADRABA		Alacant	Púb.	965932525
Q0300605C	SANT VICENT DEL RASPEIG		03016900	3690	AV.  DE LA LIBERTAD, 81	03016900@edu.gva.es		38,400164	-0,516358	CEIP LA ALMAZARA		Alacant	Púb.	965937095
Q5355038J	ELX - LAS BAYAS		03004491	3292	CL.  DE L'ESCOLA, 8	03004491@edu.gva.es		38,219234	-0,64204	CEIP LA BAIA		Alacant	Púb.	966915410
Q4601147D	ALBAL		46027942	46470	CL.  TABACALERA, 1	46027942@edu.gva.es		39,392983	-0,410521	CEIP LA BALAGUERA		València	Púb.	961205555
Q5355444J	BENIDORM		03003000	3502	AV.  DE LA MARINA BAIXA, 9	03003000@edu.gva.es		38,537168	-0,159856	CEIP LA CALA		Alacant	Púb.	966870910
Q5355185I	ALACANT - LA CAÑADA		03002160	3699	CR.  ALCORAYA, 50	03002160@edu.gva.es		38,403146	-0,566592	CEIP LA CAÑADA DEL FENOLLAR		Alacant	Púb.	965937005
Q9655691E	OLIVA		46005910	46780	CL.  ANDRÉS MANJÓN, S/N	46005910@edu.gva.es		38,914525	-0,118599	CEIP LA CARRASCA		València	Púb.	962826575
Q5355104J	VILLENA		03012633	3400	CL.  SAX, 1	03012633@edu.gva.es		38,639517	-0,865592	CEIP LA CELADA		Alacant	Púb.	965823720
Q9655164C	PATERNA		46017481	46980	PZ.  BENICARLÓ, 6	46017481@edu.gva.es		39,524001	-0,432469	CEIP LA COMA		València	Púb.	961205350
Q5355557I	ALACANT		03002238	3540	AV.  PAÍSES ESCANDINAVOS (PLAYA SAN JUAN), 17	03002238@edu.gva.es		38,372255	-0,418046	CEIP LA CONDOMINA		Alacant	Púb.	965936300
Q9655195G	QUART DE POBLET		46016521	46930	AV.  RAMÓN Y CAJAL, 14	46016521@edu.gva.es		39,479864	-0,434523	CEIP LA CONSTITUCIÓN		València	Púb.	962566140
Q6255181G	LA VALL D'UIXÓ		12003389	12600	CL.  GRUP LA UNIÓ, S/N	12003389@edu.gva.es		39,816926	-0,236571	CEIP LA COVA		Castelló	Púb.	964738735
Q9655328D	SINARCAS		46008017	46320	CL.  FIDEL CLEMENTE MAS, S/N	46008017@edu.gva.es		39,73328	-1,232922	CEIP LA ESTELA		València	Púb.	962169115
Q9655270H	ALFAFAR		46015514	46910	AV.  REYES CATÓLICOS, 34	46015514@edu.gva.es		39,418094	-0,388373	CEIP LA FILA		València	Púb.	961205730
Q5355256H	PETRER		03010351	3610	CL.  VENEZUELA, 1	03010351@edu.gva.es		38,482947	-0,766822	CEIP LA FOIA		Alacant	Púb.	966957350
Q4601079I	PATERNA - LA CAÑADA		46023161	46182	CL.  571, S/N	46023161@edu.gva.es		39,526132	-0,472261	CEIP LA FONT		València	Púb.	962565250
Q9655535D	VALÈNCIA		46013517	46013	CL.  CURA PALANCA, S/N	46013517@edu.gva.es		39,444499	-0,365144	CEIP LA FONTETA		València	Púb.	962566670
Q5355399F	ELX - ALTABIX		03004429	3207	PD.  ALTABIX (POL. 1), 174	03004429@edu.gva.es		38,286501	-0,685063	CEIP LA GALIA		Alacant	Púb.	966912535
Q5355582G	DAYA NUEVA		03004053	3159	CL.  VALENCIA, 12	03004053@edu.gva.es		38,112903	-0,759632	CEIP LA INMACULADA		Alacant	Púb.	966926720
Q5355391C	ELX - LA MARINA		03005264	3194	CL.  DEL COLEGIO, S/N	03005264@edu.gva.es		38,148134	-0,646155	CEIP LA MARINA		Alacant	Púb.	966616015
Q6255124G	CASTELLÓ DE LA PLANA - GRAU DE CASTELLÓ		12000856	12100	CL.  MARINERÍA, S/N	12000856@edu.gva.es		39,969683	0,009897	CEIP LA MARINA		Castelló	Púb.	964739710
Q1200333A	ORPESA		12006615	12594	CL.  ENCARNACIÓN CALATAYUD, S/N	12006615@edu.gva.es		40,090196	0,141524	CEIP LA MEDITERRÀNIA		Castelló	Púb.	964558470
Q1200294E	ALCALÀ DE XIVERT - ALCOSSEBRE		12005970	12579	CL.  LA MOLA, S/N	12005970@edu.gva.es		40,24749	0,27704	CEIP LA MOLA		Castelló	Púb.	964336075
Q6255083E	LA VALL D'UIXÓ		12004746	12600	AV.  SUD-OEST, S/N	12004746@edu.gva.es		39,821194	-0,239103	CEIP LA MOLETA		Castelló	Púb.	964738800
Q6255038I	LES COVES DE VINROMÀ		12001629	12185	CL.  RAMON RAMIA, 1	12001629@edu.gva.es		40,310703	0,1188	CEIP LA MORERIA		Castelló	Púb.	964336055
Q0300661F	LA NUCIA		03017837	3530	PD.  FOIA BLANCA, 2	03017837@edu.gva.es		38,606156	-0,125991	CEIP LA MUIXARA		Alacant	Púb.	966870905
Q9655453J	CANET D'EN BERENGUER		46002593	46529	CL.  MURALLA, 9	46002593@edu.gva.es		39,678742	-0,221288	CEIP LA MURALLA		València	Púb.	962617285
Q4601426B	CHIVA		46022300	46370	CL.  ALCALDE JAVIER MOREA, 7	46022300@edu.gva.es		39,468928	-0,710426	CEIP LA MURTA		València	Púb.	961808380
Q9655232H	ADOR - PALMA DE GANDIA		46018953	46724	CL.  JOSÉ ESCRIVÁ, S/N	46018953@edu.gva.es		38,922274	-0,223911	CEIP LA MURTERA		València	Púb.	962826630
Q5355144F	ALTEA - L'OLLA		03002615	3590	PD.  L'OLLA, 123	03002615@edu.gva.es		38,617969	-0,033136	CEIP LA OLLA		Alacant	Púb.	966816370
Q5355139F	ASPE		03002664	3680	CL.  VIRGEN DE LA ESPERANZA, 40	03002664@edu.gva.es		38,338267	-0,767796	CEIP LA PALOMA		Alacant	Púb.	966912005
Q4601094H	ALBORAIA		46026354	46120	AV.  DE LA CALDERONA, 1	46026354@edu.gva.es		39,486137	-0,330844	CEIP LA PATACONA		València	Púb.	961205360
Q9655461C	CASINOS		46002829	46171	PZ.  MÚSICO NICOLAU GARCÍA, S/N	46002829@edu.gva.es		39,698024	-0,705142	CEIP LA PAU		València	Púb.	962718010
Q5355552J	ALACANT		03001623	3011	CL.  ABOGADO PÉREZ MIRETE, S/N	03001623@edu.gva.es		38,373308	-0,4922	CEIP LA PAZ		Alacant	Púb.	965936320
Q5355385E	ELX - TORRELLANO		03012281	3320	CL.  LA PAZ, S/N	03012281@edu.gva.es		38,294139	-0,592725	CEIP LA PAZ		Alacant	Púb.	966915385
Q5355012E	CALLOSA DE SEGURA		03009324	3360	BD.  FOLLANA, S/N	03009324@edu.gva.es		38,122823	-0,871844	CEIP LA PAZ		Alacant	Púb.	966904175
S4600082D	VILAMARXANT		46030205	46191	CL.  ANTONIO IBÁÑEZ ALBALAT, 2	46030205@edu.gva.es		39,572351	-0,62879	CEIP LA PEA		València	Púb.	962718005
Q5355454I	BENIGEMBLA		03002949	3794	CL.  LLARG, 62	03002949@edu.gva.es		38,755715	-0,107146	CEIP LA PENYA BLANCA		Alacant	Púb.	966409935
Q9655306J	SAGUNT - EL PUERTO SAGUNTO		46017432	46520	PZ.  ESCRIPTORA BEATRIU CIVERA, 3	46017432@edu.gva.es		39,670108	-0,237719	CEIP LA PINAETA		València	Púb.	962617365
Q5355455F	BENIARDÀ		03002901	3517	CL.  CARRETERA, 1	03002901@edu.gva.es		38,682839	-0,216304	CEIP LA PURÍSIMA		Alacant	Púb.	966870815
Q5355128I	AGOST		03000047	3698	AV.  DE ALCOY, S/N	03000047@edu.gva.es		38,438389	-0,635608	CEIP LA RAMBLA		Alacant	Púb.	966908135
Q5355019J	LA ROMANA		03008058	3669	CL.  JORGE JUAN, 48	03008058@edu.gva.es		38,365071	-0,898787	CEIP LA ROMANA		Alacant	Púb.	966908190
Q4601576D	SAN ANTONIO DE BENAGÉBER		46033516	46184	AV.  DE LA POBLA DE VALLBONA, S/N	46033516@edu.gva.es		39,57465	-0,51491	CEIP LA SABINA		València	Púb.	961964300
Q9655004A	L'ALCÚDIA DE CRESPINS		46000821	46690	CL.  SENYERA, 3	46000821@edu.gva.es		38,971623	-0,594783	CEIP LA SÈNIA		València	Púb.	962249760
Q5355137J	ASPE		03011999	3680	CL.  JOSÉ VICEDO, 107	03011999@edu.gva.es		38,345888	-0,761082	CEIP LA SERRANICA		Alacant	Púb.	966616090
Q9655028J	ONTINYENT		46006094	46870	CL.  ORÚTJOL, 4	46006094@edu.gva.es		38,823168	-0,616704	CEIP LA SOLANA		València	Púb.	962919330
Q5355383J	ELX - VALLVERDA		03005379	3139	CL.  VALVERDE BAJO (POLÍGONO 1), 195	03005379@edu.gva.es		38,228805	-0,603417	CEIP LA VALLVERDA		Alacant	Púb.	966616025
Q5355514J	DÉNIA - LA XARA		03004259	3709	CL.  ROSER CABRERA, 16	03004259@edu.gva.es		38,826949	0,06378	CEIP LA XARA		Alacant	Púb.	966428815
Q0300536J	TORREVIEJA		03015890	3184	CL.  DEL OTOÑO (URB. TORRETA III), S/N	03015890@edu.gva.es		38,000542	-0,700442	CEIP LAS CULTURAS		Alacant	Púb.	965290165
Q9655209F	REQUENA		46016166	46340	CL.  HONRUBIA, 1	46016166@edu.gva.es		39,490554	-1,095597	CEIP LAS HIGUERILLAS		València	Púb.	962339025
Q5355058H	ELX		03004594	3205	CL.  ARISTIDES BOTELLA TORRES, 1	03004594@edu.gva.es		38,270109	-0,71082	CEIP LEÓN FELIPE		Alacant	Púb.	966915420
Q5355443B	BENIDORM		03003048	3501	CL.  ESCUELAS, S/N	03003048@edu.gva.es		38,539279	-0,130288	CEIP LEONOR CANALEJAS		Alacant	Púb.	966870825
Q9655519H	VALÈNCIA		46012604	46011	CL.  CASAS DE LANUZA, 2-4	46012604@edu.gva.es		39,467019	-0,327326	CEIP LES ARENES		València	Púb.	962566040
S0300127H	ELX		03020927	3203	CL.  TAMARIT, 4	03020927@edu.gva.es		38,263977	-0,677998	CEIP LES ARRELS		Alacant	Púb.	966912575
Q9655554E	VALÈNCIA		46012732	46013	CL.  BLAS GÁMEZ ORTIZ, 2	46012732@edu.gva.es		39,450887	-0,36172	CEIP LES ARTS		València	Púb.	962566750
Q9655658D	L'ALCÚDIA		46000811	46250	CL.  LUIS VIVES, 18	46000811@edu.gva.es		39,192376	-0,504912	CEIP LES COMES		València	Púb.	962980105
Q9655613I	L'ÉNOVA		46003901	46669	CR.  XÀTIVA, S/N	46003901@edu.gva.es		39,042236	-0,478696	CEIP LES ERES		València	Púb.	962249785
S4600062F	GANDIA - GRAU I PLATJA		46028429	46730	CL.  MILAGROS MACÍAS DEL VALLE, 9	46028429@edu.gva.es		38,988068	-0,159613	CEIP LES FOIES		València	Púb.	962826635
Q4601247B	CANET D'EN BERENGUER		46028417	46529	CL.  DEL RIU, 22	46028417@edu.gva.es		39,677763	-0,220757	CEIP LES PALMERES		València	Púb.	962617360
Q5355146A	ALTEA		03011537	3590	CL.  ALCOI, 26	03011537@edu.gva.es		38,598795	-0,058204	CEIP LES ROTES		Alacant	Púb.	966870765
